College Name,email,domain,state,are undocumented students considered international or domestic?,are you need-blind for undocumented students?,are there any restrictions on merit aid for undocumented students at your school?,does your school provide merit aid specially for undocumented students?,would you advise an undocumented student to reveal their status in their application or subsequent email?,how would their status affect their application?,is there a special contact point for undocumented students?,what other piece of advice would you give an undocumented student hoping for admission at your school?,other admissions information,are undocumented students eligible for need-based aid?,"what financial aid application should undocumented students send? the css, fafsa, isfaa or a form unique to your school?","if need-based aid is not available, is there a feasible path undocumented students can take to pay for their education with stackable merit scholarships, loans and/or grants from your school?",what would be the requirements for such scholarships and what would a student's chances of getting them?,other financial aid information,are there organized groups or clubs comprised of or advocating for undocumented students in your school?,how often does your office receive applications from undocumented students?,does your school allow immigration and customs enforcement (ice) officers onto campus without a warrant?,does the campus police enforce immigration law?,does your school share student immigration status with ice?,does your school provide distance-learning options for deported students to complete their degrees?,does your school provide confidential legal support to students with immigration law questions and issues?,other student life information,has undocu-student webpage,other information,special contact,gives aid?
Navarra University Of,['admision@unav.es'],unav,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazarene Bible College,['info@nbc.edu'],nbc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazareth College,['admissions@naz.edu'],naz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska Christian College,['admissions@nechristian.edu'],nechristian,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska Methodist College,['admissions@methodistcollege.edu'],methodistcollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska Wesleyan University,['admissions@nebrwesleyan.edu'],nebrwesleyan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neumann University,['neumann@neumann.edu'],neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neumont College Of Computer Science,['admissions@neumont.edu'],neumont,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada State College,['admissions@nsc.edu'],nsc,,,,,,,,,,,,,,,,,,,,,,,,,,,
New College Florida,['admissions@ncf.edu'],ncf,,,,,,,,,,,,,,,,,,,,,,,,,,,
New England College,['admission@nec.edu'],nec,,,,,,,,,,,,,,,,,,,,,,,,,,,
New England Conservatory Of Music,['admission@necmusic.edu'],necmusic,,,,,,,,,,,,,,,,,,,,,,,,,,,
New England Institute Technology,['admissions@neit.edu'],neit,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire Institute Art,['admissions@nhia.edu'],nhia,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hope Christian College,['admissions@newhope.edu'],newhope,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey City University,['admissions@njcu.edu'],njcu,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey Institute Technology,['admissions@njit.edu'],njit,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico Highlands University,['admission@nmhu.edu'],nmhu,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico Institute Of Mining And Technology,['admission@nmt.edu'],nmt,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico State University,['admissions@nmsu.edu'],nmsu,NM,,,,,,,,,,,,,,,,,,,,,,,,"My name is David Cota, Sr. Admissions Advisor at NMSU. I will be providing you a link to our undocumented students and the types resources (financial, student life, etc…) they get at New Mexico State University.

Here’s information in a PDF on the admissions process:
https://chicano.nmsu.edu/files/2016/08/ISI-Website-Slides-Aug-2016.pdf

Resources for undocumented/daca students:
https://chicano.nmsu.edu/undocumented-daca-students/

All this information could be found at NMSU Chicano Programs website:
https://home-p.nmsu.edu/search_results.html?cx=003174599515884405122%3Aa7gnjdfior4&ie=utf-8&hl=en&q=Chicano+&sa=Go

If you would like to meet with me, go over this information and provide you any updates. Here’s a link to schedule a 1on1 video chat with me. I would be more than happy to assist you.
https://apply.nmsu.edu/portal/1on1videochat",https://apply.nmsu.edu/portal/1on1videochat,0.0
New School,['admission@newschool.edu'],newschool,,,,,,,,,,,,,,,,,,,,,,,,,,,
New School Of Architecture And Design,['bcharbonneau@newschoolarch.edu'],newschoolarch,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Institute Technology Nyit,['admissions@nyit.edu'],nyit,,,,,,,,,,"New York Tech welcomes students without regard to their immigration status, and does not request information regarding immigration status from applicants, except for certain health professions programs where government licensure is at issue.",,,,,New York Tech offers institutional scholarships to students without regard to immigration status.,,,,,,,,"New York Tech maintains a strong commitment to the privacy of student records for all students, consistent with state and federal laws. We do not provide information on immigration status to anyone except when required by law.
New York Tech complies with federal law regarding reporting in connection with student F-1 and J-1 visas.
Campus security staff do not inquire about or record immigration status when performing their duties.
In accordance with federal law, the enforcement of immigration law rests with Immigration and Customs Enforcement and Customs and Border Protection. New York Tech will not proactively seek to enforce federal immigration law except when required to do so by law.
New York Tech offers confidential counseling services to all students.",,,,0.0
New York School Of Interior Design,['admissions@nysid.edu'],nysid,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York University,['admissions@nyu.edu'],nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newberry College,"['admission@newberry.edu', 'admissions@newberry.edu']",newberry,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newbury College,['admissions@newbury.edu'],newbury,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newman University,['admissions@newmanu.edu'],newmanu,KS,Domestic,Yes,No,,,It allows our staff to recommend scholarships and grants available to undocumented students.,,You are welcome here!  We will do our best to make Newman University a possibility.,Yes,Yes,,"Merit scholarships (Music, Art/Theatre, Academic, Honors, Community Service, Athletics, etc.), DREAM Grant, no loans",Details here: NewmanU.edu/Scholarship,DREAM Grant application – unique form,"Not specifically, but we do have groups that typically welcome a lot of undocumented students, i.e. Asian Student Association, HALO, Multicultural Leadership Organization, Black Student Union, etc.",Frequently,,,,Yes.,No.,,,,"Georgia Drewes, Associate Director of Admissions, DrewesG@NewmanU.edu",1.0
Niagara University,['admissions@niagara.edu'],niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholls State University,['nicholls@nicholls.edu'],nicholls,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nichols College,['admissions@nichols.edu'],nichols,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk State University,['admissions@nsu.edu'],nsu,,,,,,,,,,,,,,,Undocumented students are not eligible for aid and there isn't a separate application for them. The options are to pay out of pocket or try to obtain a private loan.,,,,,,,,,,,,0.0
North Carolina Central University,['admissions@nccu.edu'],nccu,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina State University,"['undergrad-admissions@ncsu.edu', 'uadmit@ncat.edu']",ncsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina Wesleyan College,['adm@ncwc.edu'],ncwc,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Central College,['admissions@noctrl.edu'],noctrl,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Central University,['admissions@northcentral.edu'],northcentral,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota State University,['ndsu.admission@ndsu.edu'],ndsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Greenville University,['admissions@ngu.edu'],ngu,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Park University,['admissions@northpark.edu'],northpark,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeastern Illinois University,['admrec@neiu.edu'],neiu,,"For tuition purposes, an undocumented student, then tuition is assessed as a non-resident of Illinois. If the student meets the requirements of the Acevedo Bill (IL Public Act 93-0007) which was passed in 2003, the student may qualify for in-state tuition.",ONLY Illinois students can apply for state aid but are still not eligible to apply for FAFSA.,"95% of our scholarships are open to undocumented students, however, they must be Illinois high school graduates.",,,"It does not affect their application status, but it is used to determine resident/non-resident tuition.",The University does have an office that works with providing students with resources: The Undocumented Student Resources Office but anyone in the Admissions Office can answer students' questions.,,Look at your state's resources for undocumented students. Some states may be more welcoming than others and states may only have resources for the students that have graduated from high schools in those states.,ONLY state aid if the student has graduated from an Illinois high school.,,,"The scholarships all have different requirements. Again, many of these scholarships may require that students be considered Illinois residents.","Private loans, savings, private scholarships, payment plans. Paying for college information for undocumented students: https://www.neiu.edu/university-life/undocumented-student-resources/students/paying-college.",,It’s hard to determine that information since the University receives about 3000-4000 applications a year from different student classifications.,,,,,,,,,,0.0
Northeastern State University,['nsuinfo@nsuok.edu'],nsuok,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Arizona University,['admissions@nau.edu'],nau,AZ,,,,,,,,,,,,,,,,,,,,,,,,,The Office of Inclusion can be reached at inclusion@nau.edu or at 928-523-5656,0.0
Northern Illinois University,['admissions@niu.edu'],niu,,,,,,,,,,https://www.niu.edu/undocumented/index.shtml,,,,,,,,,,,,,,,,,0.0
Northern Kentucky University,['beanorse@nku.edu'],nku,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Michigan University,['admissions@nmu.edu'],nmu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern State University,['admissions@northern.edu'],northern,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Vermont University,['Admissions@NorthernVermont.edu'],NorthernVermont,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Vermont University Johnson Campus,['jscadmissions@jsc.edu'],jsc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northland College,['admit@northland.edu'],northland,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Christian University,['admissions@nwcu.edu'],nwcu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Missouri State University,['admissions@nwmissouri.edu'],nwmissouri,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Nazarene University,['admissions@nnu.edu'],nnu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest University,['admissions@northwestu.edu'],northwestu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern College,['admissions@nwciowa.edu'],nwciowa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern Oklahoma State University,['recruit@nwosu.edu'],nwosu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern State University Of Louisiana,['applications@nsula.edu'],nsula,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern University,['ug-admission@northwestern.edu'],northwestern,,,,,,,,,,,,,,,,,,,,,,,,,"Northwestern does not offer merit aid to any students. We offer only need-based financial aid. When completing the biographic and citizenship sections of the Common or Coalition App, you should provide all required information truthfully and correctly. Your Northwestern application would be at no disadvantage as a result of your undocumented status. In terms of application requirements, yours would be the same as all U.S. citizen and Permanent Resident undergraduate applicants.

We encourage you to view our Undocumented Student FAQs: https://admissions.northwestern.edu/faqs/undocumented-students/index.html

If you have questions regarding financial aid, please contact the Undergraduate Financial Aid Office at undergradaid@u.northwestern.edu",,0.0
Northwestern University Qatar,['admissions@qatar.northwestern.edu'],northwestern,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwood University,['admit@northwood.edu'],northwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwood University Michigan Campus,['miadmit@northwood.edu'],northwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwich University,['nuadm@norwich.edu'],norwich,VT,Undocumented students are considered domestic.,"Yes, Norwich University is need-blind for all students.",No. All students qualify for our academic scholarships.,No. The academic scholarships awarded are not based on citizenship status.,,,No. Students would work with their assigned Admissions Counselor based on their state of residence.,,,,,,,,"Not for undocumented students, specifically.",Yearly. Typically 5-10 undocumented students each year.,,,,,,,,,,0.0
Notre Dame De Namur University,['admiss@ndnu.edu'],ndnu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame Of Maryland University,['admiss@ndm.edu'],ndm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia College Of Art And Design,['admissions@nscad.ca'],nscad,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova Southeastern University,['admissions@nova.edu'],nova,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyack College,['admissions@nyack.edu'],nyack,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Hills Christian College,['admissions@oakhills.edu'],oakhills,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland City University,['admission@oak.edu'],oak,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland University,['visit@oakland.edu'],oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakwood University,['admission@oakwood.edu'],oakwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oberlin College Arts And Sciences,['college.admissions@oberlin.edu'],oberlin,,Undocumented students are considered domestic students at Oberlin.,"As an institution, we are need-aware, but all undocumented students can and are encouraged to apply for need-based institutional financial aid through the CSS Profile","All students, including undocumented students are eligible for our scholarships: music merit scholarships for conservatory applicants based on the audition, academic merit scholarships based on high school grades/academic achievement, and our $10k Commitment Scholarship (https://www.oberlin.edu/admissions-and-aid/financial-aid/applying-aid-prospective-students/oberlins-10000-commitment).",,,Undocumented status does not affect their acceptance into Oberlin. DACA status is not required for admission to Oberlin.,College applicants should be in contact with the counselor for the state the student lives in. conservatory applicants should be in touch with the Conservatory Admissions Office.,"Don't be afraid of reaching out with questions! Oberlin is partnered with Golden Scholars and has many resources on campus for undocumented students, including student organizations and a scholarship fund to help support students on campus. In addition, Oberlin is considered a sanctuary city.","Undocumented students do not need to share their status, though it may be necessary to inform either the College or Conservatory Admissions Office to adjust any requirements typically asked of international students when applying.",Yes! Oberlin is committed to meeting 100% of demonstrated need for admitted students.,,"As mentioned above, admissions scholarships are available for undocumented students who apply, dependent on the division they apply for (College of Arts & Sciences or Conservatory of Music). Virtually all conservatory applicants receive some amount of scholarships and all students who enroll receive the commitment scholarship. We also have funds on campus to support our current students.",,"The CSS Profile is the application to send to Oberlin, our code is 1587.","Yes! Obies for Undocumented Inclusion is a student group that organizes events related to concerns of undocumented students. the El Centro Volunteer Initiative sponsor a variety of events to teach residents English & help prepare for the US Citizenship exam, and the Multicultural Resource Center (MRC) acts as a hub to support undocumented (and other marginalized/BIPOC) students.",This varies year to year.,"Any ICE or CBP officers should first be in contact with our director of Campus Safety if they do not have a warrant. Matters such as this are also handled with our Office of the Vice President, General Counsel and Secretary for legal purposes.","Our campus safety officers are not charged with enforcing federal immigration law and do not make inquiries into individual citizenship status. Formal requests by other law enforcement agencies are first reviewed by the Director of Safety & Security in consultation with the General Counsel and Security to ensure that the privacy interests of campus community members are fully protected. Similarly, the City of Oberlin, per its sanctuary status, will not seek to assist immigration authorities unless required by federal law.",Oberlin must comply with federal requirements associated with managing its authorized international student and scholar programs. it otherwise does not share sensitive information such as immigration status. We do not provide information on immigration status to anyone except when required by law.,"There is no clear answer on this at the time, though this year has introduced virtual/remote learning in new ways for our faculty and students which may be utilized for students who are not on campus for reasons outside of their control. In any regard, our faculty and staff are also extremely willing to work with students to ensure their success.","No. However, the Multicultural Resource Center is the designated office to connect undocumented and DACA students to community and legal resources designed to serve the particular needs of this population. It is in the best interest that members of this vulnerable population be advised by immigration legal experts who can provide attorney-client privileged consultation to meet the unique needs of individual community members. The MRC has compiled a list of legal resources on their website.",,,"The information you are looking for is available on our website (sites listed below).

Admissions & Financial Aid Process: https://www.oberlin.edu/admissions-and-aid/arts-and-sciences/first-year-applicants#app-step-4
Student Life: https://www.oberlin.edu/mrc/student-resources/undocumented-daca-resources",,0.0
Occidental College,['admission@oxy.edu'],oxy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oglethorpe University,['admission@oglethorpe.edu'],oglethorpe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Dominican University,['admissions@ohiodominican.edu'],ohiodominican,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Northern University,['admissions-ug@onu.edu'],onu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio University,['admissions@ohio.edu'],ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Valley University,['admissions@ovu.edu'],ovu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Wesleyan University,['owuadmit@owu.edu'],owu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Baptist University,['admissions@okbu.edu'],okbu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Christian University,['admissions@oc.edu'],oc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City University,"['admissions@okcu.edu', 'uadmissions@okcu.edu']",okcu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Panhandle State University,['opsu@opsu.edu'],opsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State University,['admissions@okstate.edu'],okstate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Wesleyan University,['admissions@okwu.edu'],okwu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Dominion University,['admissions@odu.edu'],odu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss University Mississippi,['admissions@olemiss.edu'],olemiss,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivet College,['admissions@olivetcollege.edu'],olivetcollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivet Nazarene University,['admissions@olivet.edu'],olivet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral Roberts University,['admissions@oru.edu'],oru,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon College Of Art And Craft,['admissions@ocac.edu'],ocac,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon Institute Of Technology,['oit@oit.edu'],oit,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon State University,['osuadmit@oregonstate.edu'],oregonstate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otis College Art And Design,['admissions@otis.edu'],otis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa University,['admiss@ottawa.edu'],ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otterbein University,['uotterb@otterbein.edu'],otterbein,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouachita Baptist University,['admissions@obu.edu'],obu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady Of The Lake University,['admission@ollusa.edu'],ollusa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,['appprocessing@pace.edu'],pace,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Lutheran University,['admission@plu.edu'],plu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Northwest College Of Art,['admissions@pnca.edu'],pnca,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Oaks College,['admissions@pacificoaks.edu'],pacificoaks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Union College,['admissions@puc.edu'],puc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific University Oregon,['admissions@pacificu.edu'],pacificu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paier College Of Art,['paier.admission@snet.net'],snet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paine College,['admissions@paine.edu'],paine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach Atlantic University,['admit@pba.edu'],pba,,International,"Undocumented students are not eligible to file the FAFSA, but they are still eligible for merit-based scholarships and any scholarships that PBA offers!","Merit Scholarships for all students range from $8,000 to $18,000 for Florida students and to $20,000 for out of state students","We offer merit aid to all students: undocumented, citizens, and international students",,,Kat_Rumell@pba.edu,"We recommend keeping us informed on your situation, and looking into outside financial aid opportunities to help as well.",,"Yes, but mostly merit based aid",,"We offer merit scholarships and other PBA scholarships which are stackable, and we recommend researching outside scholarships and provide links to those pages.",Variable depending on availability,none,"No, but we do have several clubs to support and encourage diversity such as Black Student Union, Mosaic, & Café con Leche.","Yes, regularly throughout the recruiting cycle.","Yes, as an SEVP certified school that advises F-1 students, we are required by law to permit ICE officers on-campus.","Yes, in regards to F-1 students.",No.,No.,No.,,,,Kat_Rumell@pba.edu,0.0
Park University,['parkvilleadmissions@park.edu'],park,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parsons The New School For Design,['thinkparsons@newschool.edu'],newschool,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Henry College,['admissions@phc.edu'],phc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Quinn College,['apply@pqc.edu'],pqc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Smiths College,['admissions@paulsmiths.edu'],paulsmiths,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peirce College,['admissions@peirce.edu'],peirce,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn State,['admissions@psu.edu'],psu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Academy Fine Arts,['admissions@pafa.edu'],pafa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania College Of Technology,['admissions@pct.edu'],pct,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania State Erie The Behrend College,['behrend.admissions@psu.edu'],psu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepperdine University,['admission-seaver@pepperdine.edu'],pepperdine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru State College,['admissions@peru.edu'],peru,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfeiffer University,['admissions@pfeiffer.edu'],pfeiffer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philander Smith College,['admissions@philander.edu'],philander,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedmont College,['ugrad@piedmont.edu'],piedmont,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedmont International University,['admissions@piedmontu.edu'],piedmontu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Manor College,['admissions@pmc.edu'],pmc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburg State University,['psuadmit@pittstate.edu'],pittstate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitzer College,['admission@pitzer.edu'],pitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth State University,"['admissions@plymouth.edu', 'plymouthadmit@plymouth.edu']",plymouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Loma Nazarene University,['admissions@pointloma.edu'],pointloma,,"Technically classified as international in our system, but not required to submit English proficiency exams like our other international students.","We are ""need aware"" for every student.",None.,We don't - merit aid is open to any student who qualifies.,,It doesn't affect their admissions application at all.,,We've had a number of undocumented students excel here - we hope you consider us!,It's completely up to the student.,Yes,,"Need aid is available, but students can also stack aid—merit awards, need grants, performance awards, loans, etc - are all stackable.",100% depends on the award and the student.,CA resident students can submit Dream Act paperwork to be considered for need aid.   Out of state students can submit the Application for Aid for International Students.,"Not specifically, as we don't require undocumented student to disclose their status.",Annually.,No.,No.,No.,"We haven't had a student in this situation, so we'd have to evaluate!","Confidential support is available to students, but we don't have campus attorneys, so it would be handled on a case by case basis.",,,,"All undocumented students work with our Assistant Director, Nicole Munden.",1.0
Point Park University,['enroll@pointpark.edu'],pointpark,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point University,['admissions@point.edu'],point,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk State College,['studentservices@polk.edu'],polk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polytechnic University Of Puerto Rico,['tcardona@pupr.edu'],pupr,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomona College,['admissions@pomona.edu'],pomona,,,,,,,,,,"In admissions and financial aid, Pomona considers undocumented and DACAmented students who graduate from a U.S. high school to be domestic applicants, and we review their applications for admission and financial aid by the same criteria.

For more information regarding admissions, please email admissions@pomona.edu.

For questions about financial aid, please contact the Office of Financial Aid.",,,,,,,,,,,,,"Legal Resources
Current Pomona students and alumni may contact the Sagehen Pro Bono immigration legal resources network (primarily composed of alumni) via email at any time for immigration issues or concerns that may arise. The Sagehen network is for current students, alumni and their immediate family members.

Current students may also contact the Sagehen network to arrange a consultation with a lawyer regarding legal representation resources in case of detention (including a signed G28 form).

Emergency Grants
Students may request funding related to immigration-related costs. Students may also apply for emergency funding for immigration-related fees for them, parents or close family members.

The College may provide up to $1,000 in legal support for immigration-related cases. These requests are reviewed with our alumni lawyers who are part of a pro bono legal resource network for students, alumni, as well as students who are citizens or legal permanent residents but whose parents or siblings are undocumented.

On-Campus Resources
A variety of resources are available to undocumented and DACAmented students who need support:

Staff Support
Student affairs staff provide support for undocumented students. In the Office of Student Leadership and Mentoring, Daniel Caballero serves as Assistant Director, First-Generation & Undocumented Student Programs and works closely with the IDEAS (Improving Dreams, Equality, Access and Success) Club of The Claremont Colleges as well as the Pomona IDEAS mentoring program for undocumented students and FLI (First-Generation, Low-Income Scholars Mentorship). Dean Ric Townes oversees the student leadership and mentoring program. Associate Dean of Students and Director of the Draper Center for Community Partnerships Sefa Aina. Draper Center Assistant Director, Stephanie Rios. and Associate Dean of Students and Director of the Asian American Resource Center Mike Manalo-Pedro provide additional program support.

Student Groups
Student-led groups such as IDEAS offer cross campus support for undocumented students and allies. The Pomona IDEAS peer mentoring program provides personalized support for undocumented students in their transition to Pomona.

Counseling Services
To supplement the resources of Monsour Counseling Center, the Dean of Students Office also offers access to therapists off campus with whom the office and Monsour counseling have developed local partnerships, including therapists with expertise in working with undocumented students. On-campus as well as off-site counseling services are available for all students. Students can email wellness@pomona.edu  to find out more. Monsour counseling is also open for counseling appointments, and encourages students to contact them at (909) 621-8202 if they need to see a counselor immediately. Students can also contact the on-call dean 24/7 via Campus Safety (909-607-2000).

Career Development and Post-graduation Support
The Career Development Office (CDO) empowers students and alumni to utilize their liberal arts education to gain self-understanding, identify their interests, and formulate a career plan.  Through the programs, resources and services, the CDO strives to inspire, educate, and equip Sagehens for a purposeful and rewarding life.  The CDO offers three distinguished programs: The Pomona College Internship Program (PCIP Semester), Summer Experience (PCIP Summer Experience) and Campus Fellowships for Experiential Learning. These programs aid students in the process of exploring & determining a career path, gaining a rich understanding of a particular field and/or organization, building & growing their professional networks, and enhancing the understanding of how their liberal arts education will be applied in a professional work environment

Students may request funding through the Office of Financial Aid to replace a reasonable amount of the expected work study funding and/or the student contribution if a student is not able to work due to an expiring DACA work authorization or other extenuating circumstances. Students may submit the Work-Study Replacement Request [pdf] form to the Office of Financial Aid. We also welcome students to meet with their financial aid counselor at any time if they encounter financial challenges or if there are changing financial circumstances at home. Each student’s financial circumstances are different and we work individually with each student to address any changes if issues emerge.",,,,1.0
Pontifical Catholic University Of Puerto Rico Ponce,['admisiones@pucpr.edu'],pucpr,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontifical College Josephinum,['admissions@pcj.edu'],pcj,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland State University,['admissions@pdx.edu'],pdx,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potomac University Of The,['admissions@potomac.edu'],potomac,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie View Am University,['admissions@pvamu.edu'],pvamu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pratt Institute,['admissions@pratt.edu'],pratt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presbyterian College,['admissions@presby.edu'],presby,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prescott College,['admissions@prescott.edu'],prescott,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presentation College,['admit@presentation.edu'],presentation,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princeton University,['uaoffice@princeton.edu'],princeton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principia College,['collegeadmissions@principia.edu'],principia,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence College,['pcadmiss@providence.edu'],providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue University Fort Wayne,['ask@pfw.edu'],pfw,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue University Northwest,['admissions@pnw.edu'],pnw,,,,,,,,,,,,,,,,,,,,,,,,,,,
